"x","y","Temperature","Precipitation"
125.875,-29.9583333333333,19.749626159668,198
132.541666666667,-24.375,21.6335411071777,298
115.625,-28.625,20.1683750152588,344
139.958333333333,-32.9583333333333,17.6768341064453,225
139.875,-31.4583333333333,19.4887084960938,155
144.958333333333,-31.9583333333333,19.0171241760254,297
139.708333333333,-32.9583333333333,16.9252910614014,256
143.875,-35.4583333333333,16.2962493896484,352
117.791666666667,-32.7916666666667,16.5641670227051,355
143.458333333333,-30.7083333333333,19.9619998931885,257
119.291666666667,-31.4583333333333,17.6539573669434,346
140.541666666667,-32.7916666666667,18.0566673278809,240
145.291666666667,-33.4583333333333,17.6875,373
116.875,-30.2916666666667,19.0213756561279,335
123.458333333333,-33.875,16.2447910308838,536
119.041666666667,-31.5416666666667,17.6776657104492,335
120.708333333333,-33.7083333333333,16.8360004425049,499
133.458333333333,-31.7083333333333,17.3972091674805,262
128.541666666667,-27.125,20.8334999084473,244
114.041666666667,-27.125,21.4955825805664,332
129.291666666667,-26.375,21.3205413818359,310
143.875,-36.125,15.622875213623,398
143.791666666667,-35.0416666666667,16.7490005493164,325
118.375,-29.375,19.9389171600342,237
140.958333333333,-33.9583333333333,17.6997509002686,265
130.125,-25.2916666666667,21.4360008239746,373
136.291666666667,-33.0416666666667,16.7360420227051,339
145.208333333333,-32.125,18.6282081604004,324
131.791666666667,-22.7916666666667,23.917667388916,364
121.208333333333,-29.7083333333333,19.4208755493164,271
137.541666666667,-35.7083333333333,15.9455785751343,481
116.791666666667,-32.875,16.2979164123535,533
122.458333333333,-32.0416666666667,17.0272922515869,301
122.708333333333,-27.375,20.7167091369629,215
143.875,-34.5416666666667,17.1011257171631,277
133.708333333333,-28.0416666666667,21.3472499847412,196
122.458333333333,-34.2083333333333,17.1208324432373,789
135.625,-34.7083333333333,15.5326251983643,544
144.208333333333,-36.2083333333333,15.5595836639404,417
138.708333333333,-34.4583333333333,16.2681255340576,472
115.625,-30.0416666666667,18.8215007781982,463
121.958333333333,-30.125,19.1534175872803,247
117.041666666667,-32.125,17.2790832519531,398
139.791666666667,-36.4583333333333,15.293194770813,541
134.375,-23.5416666666667,21.1146659851074,349
140.291666666667,-29.4583333333333,21.0026664733887,143
142.625,-35.9583333333333,15.6751251220703,379
138.125,-35.875,15.3308334350586,581
120.208333333333,-33.7083333333333,16.5147075653076,415
141.125,-32.9583333333333,18.2564163208008,229
128.291666666667,-31.875,17.9640426635742,288
145.125,-30.7916666666667,19.8937911987305,308
117.291666666667,-31.5416666666667,17.9949169158936,339
118.291666666667,-31.5416666666667,17.8209171295166,335
121.375,-32.5416666666667,16.9109172821045,283
132.125,-31.7916666666667,17.3427085876465,276
121.291666666667,-33.625,16.7215824127197,479
114.958333333333,-28.9583333333333,19.7915840148926,495
138.958333333333,-32.2083333333333,16.9127502441406,273
133.875,-30.125,19.5736255645752,177
121.041666666667,-32.7916666666667,16.5848331451416,294
122.541666666667,-31.5416666666667,17.8796672821045,271
140.541666666667,-35.5416666666667,15.4363746643066,399
129.958333333333,-24.2083333333333,23.7767086029053,389
120.541666666667,-31.7916666666667,16.8420829772949,302
124.875,-32.2916666666667,17.7688751220703,248
141.208333333333,-36.0416666666667,15.1422080993652,414
143.541666666667,-34.625,17.1628742218018,349
135.541666666667,-33.375,17.1023750305176,346
129.875,-26.875,20.3405418395996,279
122.208333333333,-32.4583333333333,16.7683753967285,315
137.791666666667,-34.5416666666667,16.447624206543,421
132.458333333333,-26.2916666666667,20.0324592590332,262
122.041666666667,-33.5416666666667,16.5398330688477,466
139.375,-29.9583333333333,18.9751663208008,195
121.875,-30.7083333333333,18.8327922821045,264
120.791666666667,-31.4583333333333,17.023416519165,287
139.625,-36.0416666666667,15.5659790039062,513
129.958333333333,-25.875,20.6169166564941,356
123.041666666667,-31.7916666666667,17.2152500152588,292
138.541666666667,-34.2083333333333,16.3568325042725,429
120.541666666667,-30.5416666666667,18.1372909545898,275
145.458333333333,-33.7916666666667,17.7840423583984,398
143.375,-34.7916666666667,17.0293750762939,344
118.375,-31.7083333333333,17.7169170379639,341
118.625,-32.7083333333333,16.8307914733887,351
126.625,-30.0416666666667,19.1849174499512,185
119.125,-32.7916666666667,16.0820007324219,355
143.958333333333,-31.0416666666667,19.9472503662109,249
134.125,-30.375,19.2870407104492,193
138.458333333333,-32.9583333333333,15.5522499084473,427
114.958333333333,-29.2916666666667,20.1294441223145,495
118.875,-32.0416666666667,17.341667175293,321
126.791666666667,-31.9583333333333,18.0049171447754,237
136.291666666667,-34.125,16.9070281982422,335
140.125,-34.0416666666667,17.0867919921875,271
116.458333333333,-27.875,20.8622493743896,262
132.875,-30.125,19.2662506103516,203
139.875,-35.2083333333333,15.997917175293,378
119.958333333333,-31.875,16.9134578704834,325
126.791666666667,-27.7916666666667,20.3867492675781,216
121.958333333333,-30.9583333333333,18.4925003051758,255
138.958333333333,-33.9583333333333,14.5005836486816,489
121.208333333333,-32.2083333333333,16.622917175293,291
138.958333333333,-34.625,14.4204587936401,689
115.958333333333,-29.625,19.648416519165,342
137.958333333333,-32.625,18.2778339385986,343
135.958333333333,-30.9583333333333,19.4293327331543,193
144.958333333333,-30.4583333333333,20.1266670227051,319
131.625,-25.5416666666667,21.2411670684814,265
138.125,-34.0416666666667,16.9785823822021,374
130.541666666667,-25.375,21.4018325805664,333
122.375,-30.125,19.2283744812012,246
135.125,-30.5416666666667,19.709041595459,172
141.875,-33.625,18.1924171447754,272
144.625,-30.375,20.4576244354248,289
122.958333333333,-32.875,16.560375213623,339
116.291666666667,-30.375,18.7522506713867,379
141.208333333333,-30.375,20.4834156036377,204
139.291666666667,-35.7916666666667,15.7486410140991,469
127.708333333333,-31.875,17.992166519165,265
135.291666666667,-34.125,16.5199794769287,461
130.791666666667,-28.125,19.866792678833,223
122.625,-33.2083333333333,16.1590423583984,387
118.041666666667,-28.5416666666667,20.2837505340576,260
